id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,average_bill,remaining_contract_months,service_failure_count,average_download_speed,average_upload_speed,download_over_limit,churn,total_average_speed,,,,Number of people left
308094,1,1,2.51,24,0,0,8.2,0.8,0,1,9,,,,
308110,1,0,2.48,0,0,4,0.5,0.1,2,1,0.6,,,,
308147,1,0,4.91,26,0,0,5.5,0.3,0,1,5.8,,,,
308148,0,0,0.5,9,1.48,0,0,0,0,1,0,,,,
308149,0,0,0.53,11,0,0,0,0,0,1,0,,,,
308164,0,0,0.99,19,0,0,0,0,0,1,0,,,,
308225,1,1,2.55,22,0,0,4.3,0.4,0,1,4.7,,,,
308228,1,1,4.15,26,0,0,2.6,0.4,0,1,3,,,,
308231,0,0,3.42,23,0,0,20.9,1.9,0,1,22.8,,,,
308282,1,0,5.13,27,0,1,112.1,12.8,0,1,124.9,,,,
308295,0,0,2.73,0,0,1,7.1,0.6,5,1,7.7,,,,
308306,1,0,3.6,21,0,0,5.9,0.5,0,1,6.4,,,,
308351,1,0,6.79,25,0.23,1,23.2,2.1,0,0,25.3,,,,
308354,1,1,6.79,10,1.36,1,29.4,1.7,0,0,31.1,,,,
308358,0,0,2.93,17,0,0,60.8,3,0,1,63.8,,,,
308362,0,0,2.75,23,0,0,11,0.8,0,1,11.8,,,,
308363,0,0,4.72,32,0,2,41.4,4,0,1,45.4,,,,
308392,0,0,2.22,19,0,0,1.2,0.1,0,1,1.3,,,,
308397,0,0,3.37,0,0,0,0.1,0,0,1,0.1,,,,
308416,0,0,6.78,24,0,0,38.3,2.5,0,0,40.8,,,,
308464,0,0,1.07,0,0,0,0,0,6,1,0,,,,
308466,1,0,2.5,24,0,0,8,1,0,1,9,,,,
308473,1,1,6.78,31,0,1,44.3,2.2,0,0,46.5,,,,
308486,1,0,1.25,18,0,0,0,0,0,1,0,,,,
308517,0,0,2.51,0,0,2,6.2,0.5,5,1,6.7,,,,
308560,1,1,6.78,22,0,1,10.6,0.5,0,0,11.1,,,,
308605,1,0,4.54,21,0,0,30.2,1.1,0,1,31.3,,,,
308620,1,0,2.85,16,0,0,3.3,0.2,0,1,3.5,,,,
308682,1,1,6.78,16,1.58,0,35.8,2.1,0,0,37.9,,,,
308727,1,0,6.78,24,0,0,132.1,9.9,0,0,142,,,,
308750,0,0,3.45,24,0,0,17.4,2.3,0,1,19.7,,,,
308757,1,0,6.78,24,1.69,0,55.1,6.6,0,0,61.7,,,,
308760,0,0,2.07,23,0,0,0,0,0,1,0,,,,
308764,0,0,1.25,17,0,0,0,0,0,1,0,,,,
308816,1,0,2.03,21,0,0,0,0,0,1,0,,,,
308875,0,0,2.14,0,0,0,0,0,0,1,0,,,,
308890,0,0,2.39,18,0,1,10.5,0.8,0,1,11.3,,,,
308903,0,0,2.77,0,0,0,0.4,0,1,1,0.4,,,,
308909,1,0,2.98,15,0,0,21.2,1.1,0,1,22.3,,,,
308924,1,0,1.28,21,0,0,0,0,0,1,0,,,,
308927,0,0,4.29,22,0,0,45.4,3.8,0,1,49.2,,,,
308933,0,0,2.13,22,0,0,10.3,0.5,0,1,10.8,,,,
308959,0,0,1.99,23,0,0,0,0,0,1,0,,,,
308981,1,0,6.27,24,0,0,6.8,0.9,0,1,7.7,,,,
308989,1,0,1.76,18,0,0,0,0,0,1,0,,,,
309002,1,1,2.07,21,0,0,10,1.3,0,1,11.3,,,,
309022,1,0,0.71,12,0,1,0,0,0,1,0,,,,
309025,1,0,5.07,13,0,0,45.5,3.7,0,1,49.2,,,,
309033,0,0,0.34,5,1.63,0,0,0,0,1,0,,,,
309044,1,0,1.98,0,0,0,0,0,3,1,0,,,,
309092,1,1,6.78,6,1.73,0,5.3,2.6,0,0,7.9,,,,
309112,1,1,6.78,17,1.74,0,19.2,2,0,0,21.2,,,,
309174,1,1,7.25,0,0,0,0,0,0,1,0,,,,
309193,0,0,1.99,0,0,0,0,0,0,1,0,,,,
309239,0,0,2.93,0,0,0,7.6,0.4,6,1,8,,,,
309252,0,0,2.15,0,0,0,0,0,0,1,0,,,,
309309,0,0,1.75,44,0,0,0,0,0,1,0,,,,
309318,0,0,2.1,21,0,0,2.7,0.1,0,1,2.8,,,,
309344,1,0,2.73,18,0,0,14.5,1,0,1,15.5,,,,
309376,1,1,6.78,10,1.41,0,41,2.9,0,0,43.9,,,,
309411,1,0,5.68,10,0,0,6.5,0.4,5,1,6.9,,,,
309414,1,0,2.96,0,0,0,10.6,0.7,0,1,11.3,,,,
309439,1,0,1.17,20,0.01,0,0,0,0,1,0,,,,
309477,1,0,5.33,12,0,1,48.8,1.5,0,1,50.3,,,,
309485,0,0,1.52,21,0,1,0,0,0,1,0,,,,
309512,0,0,2.99,23,0,0,47.2,2.4,0,1,49.6,,,,
309573,1,1,1.25,20,0,2,0,0,0,1,0,,,,
309606,0,0,0.23,10,0,0,0,0,0,1,0,,,,
309631,1,1,2,0,0,0,0,0,1,1,0,,,,
309632,1,0,3.15,14,0,0,4.4,0.4,0,1,4.8,,,,
309641,0,0,0.98,18,0,0,0,0,0,1,0,,,,
309696,1,0,4,5,0,0,2,0.2,0,1,2.2,,,,
309744,1,1,6.78,22,0.01,1,58.5,3.1,0,0,61.6,,,,
309789,1,1,4.82,24,0,0,5.5,0.7,0,1,6.2,,,,
309800,0,0,0.47,8,1.51,0,0,0,0,1,0,,,,
309808,1,0,7.46,18,1.39,1,49.9,2.8,0,1,52.7,,,,
309814,0,0,0.68,0,0,0,0,0,6,1,0,,,,
309896,0,0,0.96,0,0,3,0,0,5,1,0,,,,
309965,0,0,1.98,0,0,0,0,0,0,1,0,,,,
309993,1,1,4.4,10,0,0,0.7,0.1,2,1,0.8,,,,
310088,1,0,1.98,20,0,0,0,0,0,1,0,,,,
310091,0,0,1.39,23,0.7,0,0,0,0,1,0,,,,
310147,0,0,4.26,26,0,0,29.6,1.6,0,1,31.2,,,,
310166,1,1,6.78,24,1.04,0,95.7,3.7,0,0,99.4,,,,
310186,1,1,6.78,32,1,2,163.5,12.9,0,0,176.4,,,,
310203,0,0,3.72,24,0,0,6.8,0.8,0,1,7.6,,,,
310224,1,0,6.78,33,0,5,60.5,5.8,0,0,66.3,,,,
310241,0,0,0.47,8,1.51,0,0,0,0,1,0,,,,
310242,1,1,7.36,15,1.62,0,128.2,5,0,1,133.2,,,,
310252,0,0,3.41,16,0,0,34.4,5,0,1,39.4,,,,
310263,0,0,2.03,21,0,0,2.1,0.1,0,1,2.2,,,,
310289,0,0,1.06,19,0,0,0,0,0,1,0,,,,
310294,0,0,1.64,0,0,0,0,0,0,1,0,,,,
310299,1,1,6.78,15,1.26,0,46.6,14.3,0,0,60.9,,,,
310323,0,0,4.01,22,0,0,42.8,4.7,0,1,47.5,,,,
310325,0,0,1.43,21,0,0,0,0,0,1,0,,,,
310326,0,0,2.54,0,0,0,1.8,0.2,5,1,2,,,,
310331,0,0,1.98,0,0,0,1.4,0.2,6,1,1.6,,,,
310343,1,0,3.95,25,0,0,19.6,0.6,0,1,20.2,,,,
310370,1,1,6.78,15,1.32,1,43.8,2.9,0,0,46.7,,,,
310415,1,0,0.52,9,1.45,0,0,0,0,1,0,,,,
310429,1,0,1.65,0,0,1,0,0,6,1,0,,,,
310440,1,1,1.8,22,0,0,0,0,0,1,0,,,,
310462,1,0,3.76,24,0,0,24.5,2.3,0,1,26.8,,,,
310528,1,0,1.98,22,0,0,25.1,0.9,0,1,26,,,,
310535,1,0,6.78,23,1.8,1,54.7,3.2,0,0,57.9,,,,
310553,1,1,6.78,24,0,0,10.5,2.4,0,0,12.9,,,,
310619,1,1,6.78,22,1.36,0,132,9.9,0,0,141.9,,,,
310645,1,1,6.02,17,0,0,72.2,5,0,1,77.2,,,,
310669,1,0,3.98,31,0,1,36.4,1.4,0,1,37.8,,,,
310686,1,0,2.5,20,0,0,8.5,0.6,0,1,9.1,,,,
310693,1,0,0.95,39,0,3,0,0,0,1,0,,,,
310701,1,1,6.78,16,1.63,0,55.8,3.3,0,0,59.1,,,,
310722,1,0,2.63,24,0,0,11.7,0.8,0,1,12.5,,,,
310724,1,1,6.78,10,1.24,0,24.9,2.4,0,0,27.3,,,,
310726,1,1,6.78,14,1.59,0,18.2,6.1,0,0,24.3,,,,
310766,1,0,3.56,14,0,0,35.1,1,0,1,36.1,,,,
310791,0,0,2.82,0,0,0,1.2,0.1,3,1,1.3,,,,
310814,0,0,0.53,16,1.45,0,0,0,3,1,0,,,,
310821,0,0,2.41,20,0,0,4.1,0.3,0,1,4.4,,,,
310824,1,0,2.5,0,0,0,1.7,0.2,4,1,1.9,,,,
310832,1,1,6.78,20,0.05,0,48,1.8,0,0,49.8,,,,
310943,0,0,2.18,22,0,0,3.4,0.5,0,1,3.9,,,,
310946,1,0,2.6,21,0,0,31.1,2.4,0,1,33.5,,,,
310964,0,0,2.48,24,0,0,30.5,3.2,0,1,33.7,,,,
310980,0,0,1.06,19,0,0,0,0,0,1,0,,,,
310994,0,0,2.06,25,0,0,167.7,26.6,0,1,194.3,,,,
311064,0,0,3.72,14,0,0,4.1,0.4,0,1,4.5,,,,
311076,1,1,6.78,20,1.93,0,133.3,16.6,0,0,149.9,,,,
311085,1,1,4.12,26,0,0,81.3,14.7,0,1,96,,,,
311089,1,1,6.78,16,1.61,1,31.4,2.1,0,0,33.5,,,,
311107,1,0,6.78,21,0.14,0,28.4,1.6,0,0,30,,,,
311172,1,0,1.97,53,0,1,3.2,1.1,0,1,4.3,,,,
311178,1,1,6.78,16,0.3,0,69,5.8,0,0,74.8,,,,
311222,1,0,3.59,10,0,0,3,0.2,7,1,3.2,,,,
311233,0,0,2.28,22,0,0,7.3,0.7,0,1,8,,,,
311240,0,0,0.49,9,1.48,0,0,0,0,1,0,,,,
311261,1,1,6.78,15,1.62,0,117.5,6.5,0,0,124,,,,
311293,1,0,7.51,21,0.89,0,27.4,1.7,0,1,29.1,,,,
311304,0,0,1.66,0,0.43,0,0,0,4,1,0,,,,
311307,1,1,6.78,18,1.96,0,42.9,4.4,0,0,47.3,,,,
311320,0,0,3.87,21,0,0,11.9,0.5,0,1,12.4,,,,
311369,1,0,1.06,24,0,0,0,0,0,1,0,,,,
311378,1,1,7.41,28,1.32,1,132.3,13,0,1,145.3,,,,
311390,0,0,0.92,21,0,0,0,0,0,1,0,,,,
311391,1,1,1.58,20,0.51,0,0,0,0,1,0,,,,
311396,0,0,3.97,5,0,0,0,0,0,1,0,,,,
311463,1,0,0.5,20,0,0,0,0,0,1,0,,,,
311470,0,0,2.32,23,0,0,11.2,0.4,0,1,11.6,,,,
311478,1,0,5.45,22,0,0,9,0.7,0,1,9.7,,,,
311548,0,0,0.59,21,0,1,0,0,0,1,0,,,,
311553,1,0,2.4,23,0,1,1.9,0.1,0,1,2,,,,
311565,1,0,6.78,24,0,0,31.1,2.1,0,0,33.2,,,,
311585,1,1,6.78,12,0.16,0,70,9.4,0,0,79.4,,,,
311599,0,0,2.32,12,0,0,0,0,0,1,0,,,,
311602,0,0,3.92,24,0,0,16.7,2,0,1,18.7,,,,
311632,1,1,4.17,25,0,0,19.7,0.9,0,1,20.6,,,,
311691,1,1,6.78,21,0.3,1,116.3,8.6,0,0,124.9,,,,
311716,0,0,5.28,32,0,0,61.5,1.7,0,1,63.2,,,,
311768,1,1,6.77,21,0.18,0,163.3,23.2,0,0,186.5,,,,
311773,1,0,6.77,24,0,0,224.5,21.5,0,0,246,,,,
311782,0,0,7.11,147,0,0,280.4,44.8,0,1,325.2,,,,
311879,0,0,3.67,20,0,0,22.8,2.1,0,1,24.9,,,,
311896,1,0,3.64,20,0,0,10.1,1.7,0,1,11.8,,,,
311912,1,1,1.29,53,0,0,0,0,0,1,0,,,,
311934,1,1,6.77,16,1.55,1,53.9,4.1,0,0,58,,,,
311965,1,1,2.57,21,0,4,9.4,1.4,2,1,10.8,,,,
311973,0,0,1.15,23,0.93,0,0,0,0,1,0,,,,
311981,0,0,0.14,71,0,1,0,0,0,1,0,,,,
311984,1,0,6.77,22,1.69,0,4,0.5,0,0,4.5,,,,
312019,0,0,0.65,23,0,0,0,0,0,1,0,,,,
312028,0,0,0.6,18,0,0,0,0,1,1,0,,,,
312115,1,1,0.6,0,0,1,0,0,2,1,0,,,,
312130,0,0,0.92,0,1.16,0,0,0,1,1,0,,,,
312141,0,0,2.95,22,0,0,7.8,0.7,0,1,8.5,,,,
312160,1,0,4.63,26,0,0,50,3.6,0,1,53.6,,,,
312173,1,1,6.77,29,1.49,0,128.8,16.2,0,0,145,,,,
312183,1,1,6.77,41,0,0,16.1,0.8,0,0,16.9,,,,
312215,0,0,3.18,21,0,0,3.6,0.2,0,1,3.8,,,,
312227,1,1,6.77,32,1.25,0,109.2,16.3,0,0,125.5,,,,
312238,0,0,2.81,23,0,1,23.1,2,0,1,25.1,,,,
312257,0,0,1.19,21,0.9,0,0,0,0,1,0,,,,
312281,0,0,1.31,23,0,0,0,0,0,1,0,,,,
312289,1,0,6.77,18,0.11,0,23.8,3.3,0,0,27.1,,,,
312311,0,0,3.73,24,0,0,17.7,1.2,0,1,18.9,,,,
312312,0,0,4.95,21,0,2,69.8,5.5,0,1,75.3,,,,
312344,1,0,0.47,0,0,0,0,0,4,1,0,,,,
312350,1,1,3.22,15,0,1,14.6,2.2,0,1,16.8,,,,
312377,1,0,6.77,38,0.72,0,74,5.2,0,0,79.2,,,,
312379,1,0,6.77,22,1.96,0,120.2,10.6,0,0,130.8,,,,
312417,1,1,2.32,23,0,0,36.6,2.6,0,1,39.2,,,,
312431,0,0,0.29,20,1.8,2,0,0,0,1,0,,,,
312439,1,0,6.77,21,1.84,0,82.3,7.5,0,0,89.8,,,,
312445,1,1,4.35,32,0,1,49.9,3.3,0,1,53.2,,,,
312485,0,0,1.43,51,0.65,0,0,0,0,1,0,,,,
312510,1,1,6.77,16,1.76,0,111.7,5.2,0,0,116.9,,,,
312525,1,0,1.23,14,0,0,0,0,0,1,0,,,,
312538,1,0,6.77,22,1.07,0,121,10.3,0,0,131.3,,,,
312542,0,0,2.04,16,0,0,0,0,0,1,0,,,,
312577,1,0,1.99,24,0,1,0,0,0,1,0,,,,
312599,1,1,6.77,19,0,0,88.1,3.7,0,0,91.8,,,,
312605,0,0,2.24,34,0,0,28.3,1.9,0,1,30.2,,,,
312636,1,1,6.77,24,1,1,30.1,5.1,0,0,35.2,,,,
312649,0,0,4.32,26,0,0,25.9,1.1,0,1,27,,,,
312727,1,0,6.77,12,0.92,0,76.3,3.5,0,0,79.8,,,,
312782,1,1,2.16,0,0,0,3.5,0.2,4,1,3.7,,,,
312815,0,0,2.2,0,0,0,0,0,2,1,0,,,,
312820,0,0,0.32,18,0,11,0,0,0,1,0,,,,
312896,0,0,2.62,18,0,0,6.6,0.4,0,1,7,,,,
312941,0,0,0.38,21,1.7,2,0,0,0,1,0,,,,
312952,1,1,6.76,22,1.1,0,14.7,0.6,0,0,15.3,,,,
312963,0,0,1.97,24,0.11,0,0,0,0,1,0,,,,
312973,0,0,3.84,18,0,1,4.8,0.4,0,1,5.2,,,,
312980,0,0,2.2,22,0,0,9.9,0.6,0,1,10.5,,,,
312985,1,1,4.46,24,0,0,53.3,1.3,0,1,54.6,,,,
313008,1,1,1.47,20,0,0,0,0,0,1,0,,,,
313087,1,0,1.33,21,0.75,0,0,0,0,1,0,,,,
313105,1,0,2.92,21,0,0,11.4,0.6,0,1,12,,,,
313110,1,0,5.25,22,0,0,38,1.7,0,1,39.7,,,,
313161,0,0,2.85,20,0,0,0,0,0,1,0,,,,
313202,0,0,2.21,0,0,0,0,0,0,1,0,,,,
313215,1,1,1.61,21,0,0,0,0,0,1,0,,,,
313280,1,1,3.55,24,0,0,29.8,6.6,0,1,36.4,,,,
313312,0,0,0.41,19,0,0,0,0,0,1,0,,,,
313313,1,1,1.98,0,0,0,4.5,0.4,0,1,4.9,,,,
313319,0,0,1.73,18,0,0,0,0,0,1,0,,,,
313334,1,0,3.54,24,0,0,0,0,0,1,0,,,,
313358,1,0,5.87,25,0,0,16.6,3.6,0,1,20.2,,,,
313379,0,0,2.15,21,0,1,2.9,0.2,0,1,3.1,,,,
313385,1,0,1.97,23,0.1,0,1.6,0.1,0,1,1.7,,,,
313392,0,0,6.76,24,0,2,66.9,2.1,0,0,69,,,,
313451,1,1,6.76,18,1.87,0,42.4,5.2,0,0,47.6,,,,
313456,0,0,0.29,20,0,3,0,0,0,1,0,,,,
313476,0,0,2.79,0,0,0,2.6,0.2,0,1,2.8,,,,
313504,1,0,1.98,24,0,0,0,0,0,1,0,,,,
313614,0,0,3.27,20,0,0,2.6,0.3,0,1,2.9,,,,
313628,0,0,0.48,19,1.59,0,0,0,0,1,0,,,,
313657,0,0,2.71,23,0,0,21.7,2,0,1,23.7,,,,
313686,1,0,3.56,17,0,0,15.7,4.2,0,1,19.9,,,,
313702,1,0,0.72,23,0,2,0,0,0,1,0,,,,
313704,1,0,4.36,21,0,0,8,0.6,0,1,8.6,,,,
313715,1,0,1.94,0,0,3,0.4,0,4,1,0.4,,,,
313767,0,0,0.35,12,0,0,0,0,0,1,0,,,,
313770,0,0,0.62,23,0,0,0,0,0,1,0,,,,
313774,0,0,1.34,21,0,0,0,0,0,1,0,,,,
313784,1,0,2.64,0,0,0,0,0,0,1,0,,,,
313794,1,1,1.97,23,0.1,0,0,0,0,1,0,,,,
313823,1,0,4.55,26,0,1,3.6,0.5,0,1,4.1,,,,
313842,1,1,6.76,17,1.93,1,118.8,12.4,0,0,131.2,,,,
313846,1,0,1.98,23,0,1,17.3,1.7,0,1,19,,,,
313895,0,0,3.07,14,0,0,33.1,4.2,0,1,37.3,,,,
313896,1,1,6.76,17,1.75,0,46.9,3.1,0,0,50,,,,
313917,1,1,6.76,19,1.92,0,45.9,3.4,0,0,49.3,,,,
313944,0,0,1.19,22,0.88,0,0,0,0,1,0,,,,
313946,1,0,3.79,10,0,0,1.8,0.1,6,1,1.9,,,,
313965,1,0,4.97,26,0,0,25.1,1.1,0,1,26.2,,,,
313986,0,0,1.97,23,0.1,0,37,1,0,1,38,,,,
314058,1,1,6.76,12,0.19,1,32.4,1.8,0,0,34.2,,,,
314063,1,1,6.76,10,1.4,0,13.8,1.3,0,0,15.1,,,,
314073,1,1,6.76,19,1.7,0,30.8,3.1,0,0,33.9,,,,
314085,0,0,2.13,23,0,0,2.8,0.3,0,1,3.1,,,,
314142,0,0,2.07,21,0,0,1.2,0,0,1,1.2,,,,
314150,0,0,0.44,21,1.53,0,0,0,0,1,0,,,,
314151,1,0,6.76,21,0.19,0,52.2,5.4,0,0,57.6,,,,
314196,0,0,0.9,70,0,7,0,0,0,1,0,,,,
314255,1,1,0.63,23,0,0,0,0,0,1,0,,,,
314268,1,1,7.23,18,0,0,51.1,1.5,0,1,52.6,,,,
314297,1,0,3.29,24,0,0,3.3,0.2,0,1,3.5,,,,
314302,1,0,2.18,22,0,0,27.5,2,0,1,29.5,,,,
314314,0,0,0.77,15,0,0,0,0,0,1,0,,,,
314323,0,0,2.72,0,0,0,0,0,0,1,0,,,,
314383,1,0,4.11,30,0,2,28.3,0.7,0,1,29,,,,
314392,0,0,2.31,20,0,0,28.7,8.1,0,1,36.8,,,,
314411,1,0,2.18,22,0,9,7.6,0.4,0,1,8,,,,
314499,1,0,0.77,2,0,0,0,0,0,1,0,,,,
314503,1,1,2.25,61,0,0,85.1,3.6,2,1,88.7,,,,
314554,0,0,0.34,19,1.63,0,0,0,0,1,0,,,,
314564,0,0,2.36,23,0,0,1.2,0.1,0,1,1.3,,,,
314568,0,0,1.98,24,0,0,0,0,0,1,0,,,,
314577,0,0,2.44,22,0,1,18.7,2,0,1,20.7,,,,
314578,0,0,0.47,73,1.51,2,0,0,0,1,0,,,,
314625,0,0,0.77,17,0,0,0,0,0,1,0,,,,
314650,1,1,6.75,12,0.32,0,57.5,2.6,0,0,60.1,,,,
314651,1,0,3.21,0,0,2,11.7,2.9,0,1,14.6,,,,
314654,1,0,2.58,0,0,0,3.1,0.4,4,1,3.5,,,,
314683,0,0,2.03,20,0,0,0,0,0,1,0,,,,
314694,1,0,6.75,25,0.3,0,22.4,1.9,0,0,24.3,,,,
314719,0,0,0.88,23,0,0,0,0,0,1,0,,,,
314727,0,0,3.3,24,0,0,11.7,0.6,0,1,12.3,,,,
314729,0,0,4.31,21,0,0,55.5,6.8,0,1,62.3,,,,
314757,1,0,4.67,31,0,0,35.4,2.8,0,1,38.2,,,,
314759,1,0,5.16,32,0,0,0,0,0,1,0,,,,
314778,0,0,2.64,20,0,0,13.9,1.4,0,1,15.3,,,,
314791,0,0,1,21,0,0,0,0,0,1,0,,,,
314886,1,0,0.5,20,1.47,0,0,0,0,1,0,,,,
314962,1,1,6.75,21,0.1,1,128.8,10.6,0,0,139.4,,,,
314977,1,1,6.75,17,1.68,2,135.6,6.6,0,0,142.2,,,,
314982,1,1,6.75,12,0.98,0,48.1,2.4,0,0,50.5,,,,
314998,1,0,1.32,21,0.75,1,0,0,0,1,0,,,,
315027,1,0,2.24,21,0,0,0,0,0,1,0,,,,
315040,0,0,4.3,26,0,2,50.1,14,0,1,64.1,,,,
315050,0,0,2.18,17,0,0,0,0,0,1,0,,,,
315090,0,0,2.85,22,0,0,6.6,0.7,0,1,7.3,,,,
315115,1,0,6.59,25,0,0,42.6,5.5,0,1,48.1,,,,
315128,1,1,2.96,18,0,0,14.2,2.1,0,1,16.3,,,,
315307,1,1,1.43,0,0,0,0,0,3,1,0,,,,
315361,0,0,1.39,0,0,0,0,0,0,1,0,,,,
315395,1,1,0.4,19,1.66,1,0,0,0,1,0,,,,
315403,0,0,2.39,21,0,0,1,0.1,0,1,1.1,,,,
315405,0,0,2.79,23,0,0,2.9,0.4,0,1,3.3,,,,
315414,1,1,6.75,37,0.48,1,98.3,19.6,0,0,117.9,,,,
315455,1,0,6.75,21,0.17,0,76.9,7.1,0,0,84,,,,
315460,0,0,2.01,22,0,1,7.3,0.4,0,1,7.7,,,,
315539,0,0,0,2,0,0,0,0,0,1,0,,,,
315546,0,0,2.38,20,0,0,7.8,4.1,0,1,11.9,,,,
315551,0,0,7.54,23,0,0,61.6,3.8,0,1,65.4,,,,
315572,1,0,5.19,23,0,0,57.4,2.3,0,1,59.7,,,,
315606,0,0,0.32,0,1.74,0,0,0,3,1,0,,,,
315631,0,0,0.71,24,0,0,0,0,0,1,0,,,,
315684,0,0,0.76,22,1.3,0,0,0,0,1,0,,,,
315730,1,1,2.88,0,0,0,3.3,0.4,7,1,3.7,,,,
315735,1,0,2.92,0,0,1,10.7,1.1,4,1,11.8,,,,
315752,1,0,6.74,21,1.75,0,30.7,2.4,0,0,33.1,,,,
315755,0,0,1.39,23,0.67,0,0,0,0,1,0,,,,
315772,1,0,6.74,21,0.1,0,139.7,14.1,0,0,153.8,,,,
315800,0,0,0.85,21,0,0,0,0,0,1,0,,,,
315819,1,0,1.79,23,0.27,0,0,0,0,1,0,,,,
315823,1,1,2.1,19,0,0,0,0,0,1,0,,,,
315841,0,0,0.13,12,0,0,0,0,0,1,0,,,,
315869,0,0,2.04,24,0,1,17.1,1.3,0,1,18.4,,,,
315877,1,1,0.57,0,1.48,0,0,0,4,1,0,,,,
315897,1,1,2.27,0,0,0,1.1,0.1,2,1,1.2,,,,
315932,1,0,2.98,21,0,0,1.8,0.1,0,1,1.9,,,,
316005,1,1,6.74,20,0.04,0,50.5,19.4,0,0,69.9,,,,
316016,1,0,3.35,22,0,0,18.4,1,0,1,19.4,,,,
316019,0,0,2.29,0,0,0,12.5,2.2,0,1,14.7,,,,
316050,0,0,2.01,0,0,0,0,0,0,1,0,,,,
316107,0,0,1.98,21,0,0,13.4,2.7,0,1,16.1,,,,
316116,0,0,0.46,19,1.51,0,0,0,0,1,0,,,,
316130,0,0,2.46,0,0,0,1.9,0.1,6,1,2,,,,
316199,0,0,1.67,12,0,0,0,0,0,1,0,,,,
316211,0,0,6.74,26,0.24,0,43.7,3,0,0,46.7,,,,
316268,0,0,3.33,22,0,0,11.6,0.8,0,1,12.4,,,,
316287,1,1,0.68,22,1.37,0,0,0,0,1,0,,,,
316306,0,0,0.98,21,0,0,0,0,0,1,0,,,,
316363,0,0,1.97,21,0.08,0,21.8,3,0,1,24.8,,,,
316366,1,0,3.17,0,0,2,36.8,2.2,2,1,39,,,,
316373,0,0,2.18,0,0,0,6.7,0.9,7,1,7.6,,,,
316378,1,1,6.34,31,0,1,67.8,4.7,0,1,72.5,,,,
316390,1,1,1.2,17,0,0,0,0,0,1,0,,,,
316397,1,0,3.63,16,0,0,13.8,1.1,0,1,14.9,,,,
316410,1,0,2.73,21,0,0,19.5,1.2,0,1,20.7,,,,
316419,0,0,1.54,45,0,0,0,0,0,1,0,,,,
316429,1,1,1.06,8,0,0,0,0,0,1,0,,,,
316453,1,0,6.74,20,1.68,0,63.2,6.2,0,0,69.4,,,,
316476,1,1,6.74,17,1.69,0,31.2,3.3,0,0,34.5,,,,
316507,0,0,3.12,19,0,0,3.8,0.3,0,1,4.1,,,,
316510,1,1,6.74,9,1.41,0,23.5,1.6,0,0,25.1,,,,
316534,1,0,6.74,21,0,0,53.5,5.5,0,0,59,,,,
316549,0,0,0.31,18,0,0,0,0,0,1,0,,,,
316639,1,1,6.74,21,0.1,0,89.5,9.2,0,0,98.7,,,,
316682,1,0,6.74,22,0.79,0,1.4,0.1,0,0,1.5,,,,
316685,0,0,1.13,7,0.01,3,0,0,0,1,0,,,,
316716,1,0,6.31,18,0,10,22.7,3.2,0,1,25.9,,,,
316727,1,0,5.9,20,0,0,58.1,3.9,0,1,62,,,,
316740,1,0,3.38,20,0,0,13.5,0.8,0,1,14.3,,,,
316741,1,0,3.3,14,0,0,36,2.5,0,1,38.5,,,,
316763,1,1,6.74,10,1.28,0,42.6,2.2,0,0,44.8,,,,
316828,1,0,6.74,21,0.49,0,37.1,5.6,0,0,42.7,,,,
316833,0,0,2.45,0,0,0,5.5,0.2,6,1,5.7,,,,
316843,1,0,2.45,18,0,0,9.5,0.5,2,1,10,,,,
316854,1,0,2.08,0,0,0,0,0,4,1,0,,,,
316878,0,0,1.97,21,0,2,6,0.9,0,1,6.9,,,,
316900,1,1,2.93,0,0,0,0,0,0,1,0,,,,
316942,0,0,1.29,48,0.76,0,0,0,0,1,0,,,,
316954,1,0,1.26,22,0,0,0,0,0,1,0,,,,
316966,0,0,2.08,20,0,0,9.7,0.4,0,1,10.1,,,,
317010,0,0,0.84,21,0,0,0,0,0,1,0,,,,
317035,0,0,2.34,0,0,0,14.9,2.4,7,1,17.3,,,,
317086,0,0,0.58,22,0.82,8,0,0,0,1,0,,,,
317106,1,0,6.73,18,0,0,56.1,8.5,0,0,64.6,,,,
317178,0,0,2.79,0,0,0,2,0.6,4,1,2.6,,,,
317190,0,0,2.27,24,0,0,4.5,0.3,0,1,4.8,,,,
317198,0,0,3.12,20,0,0,20.7,2.1,0,1,22.8,,,,
317200,0,0,0.75,22,0,0,0,0,0,1,0,,,,
317225,0,0,3.56,18,0,0,46.7,2.4,0,1,49.1,,,,
317234,1,0,2.75,18,0,0,15.4,1,0,1,16.4,,,,
317253,0,0,3.3,14,0,0,14.2,0.5,0,1,14.7,,,,
317275,1,0,6.23,25,0,0,11.4,3.9,0,1,15.3,,,,
317291,1,0,6.73,21,0.29,0,39.2,2.2,0,0,41.4,,,,
317339,0,0,0.14,12,1.91,0,0,0,0,1,0,,,,
317396,1,0,3.83,10,0,1,1.4,0.1,4,1,1.5,,,,
317436,0,0,2.47,21,0,4,21.1,2,0,1,23.1,,,,
317441,1,0,2.67,22,0,0,17,1.2,0,1,18.2,,,,
317444,1,0,6.73,20,0.61,1,27,1.2,0,0,28.2,,,,
317471,1,0,1.99,22,0,0,22,1,0,1,23,,,,
